Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
11/02/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,26.9,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,50.49,0,General Retail and Wholesale,Miscellaneous retail
18/02/2020,DEVON CC-RFI SILVERHILL,BLINDS 2 GO LTD,313.13,0,General Retail and Wholesale,Drapery & upholstery shops
18/02/2020,DEVON CC-RFI SILVERHILL,TESCO STORE 2083,48.82,0,General Retail and Wholesale,Grocery stores
19/02/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,10,0,General Retail and Wholesale,Miscellaneous retail
19/02/2020,DEVON CC-RFI SILVERHILL,AMZNMktplace,19.48,0,General Retail and Wholesale,Miscellaneous retail
23/01/2020,DEVON COUNTY COUNCIL- MARLAND,EE LIMITED,152.28,0,Telecommunication Services,Phone services
26/01/2020,DEVON COUNTY COUNCIL- MARLAND,AMZNMktplace,44.98,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,132.88,0,General Retail and Wholesale,Grocery stores
27/01/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,79.64,0,General Retail and Wholesale,Grocery stores
29/01/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,69.08,0,General Retail and Wholesale,Grocery stores
29/01/2020,DEVON COUNTY COUNCIL- MARLAND,AMZNMktplace,12.9,0,General Retail and Wholesale,Miscellaneous retail
29/01/2020,DEVON COUNTY COUNCIL- MARLAND,AMZNMktplace,14.99,0,General Retail and Wholesale,Miscellaneous retail
29/01/2020,DEVON COUNTY COUNCIL- MARLAND,PAYPAL  HOSTESS TRO,79,0,General Retail and Wholesale,Misc. home furnishing
30/01/2020,DEVON COUNTY COUNCIL- MARLAND,AMZNMktplace,43.55,0,General Retail and Wholesale,Miscellaneous retail
03/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,84.63,0,General Retail and Wholesale,Grocery stores
03/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,139.74,0,General Retail and Wholesale,Grocery stores
03/02/2020,DEVON COUNTY COUNCIL- MARLAND,VUBA BUILDING PROD,205.98,0,General Retail and Wholesale,Miscellaneous retail
03/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO SUBSCRIPTION,6.99,0,Mail Order / Direct Selling,Continuous subscriptions
05/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,46.53,0,General Retail and Wholesale,Grocery stores
06/02/2020,DEVON COUNTY COUNCIL- MARLAND,DVLA VEHICLE TAX,202.5,0,Statutory Bodies,Tax payments
10/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,97.87,0,General Retail and Wholesale,Grocery stores
10/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,-2.55,0,General Retail and Wholesale,Grocery stores
11/02/2020,DEVON COUNTY COUNCIL- MARLAND,TESCO STORES 6269,99.48,0,General Retail and Wholesale,Grocery stores
14/02/2020,DEVON COUNTY COUNCIL- MARLAND,AMZNMktplace,84.41,0,General Retail and Wholesale,Miscellaneous retail
23/01/2020,EAST DEVON OFFICE-CP0681221GBP,GEN REGISTER OFFICE,36,0,Statutory Bodies,Government services
27/01/2020,EAST DEVON OFFICE-CP0681221GBP,TRAINLINE,-24.1,0,Travel - Air/Rail/Road,Passenger railways
03/02/2020,EAST DEVON OFFICE-CP0681221GBP,Refurnish,75,0,General Retail and Wholesale,Furniture & home furnishing
03/02/2020,EAST DEVON OFFICE-CP0681221GBP,Refurnish,192,0,General Retail and Wholesale,Furniture & home furnishing
04/02/2020,EAST DEVON OFFICE-CP0681221GBP,thetrainline.com,17.75,0,Travel - Air/Rail/Road,Passenger railways
11/02/2020,EAST DEVON OFFICE-CP0681221GBP,EB  LOST IN TRANSITION,85,0,Miscellaneous Industrial/Commercial Supplies,Misc business services
11/02/2020,EAST DEVON OFFICE-CP0681221GBP,thetrainline.com,14.8,0,Travel - Air/Rail/Road,Passenger railways
17/02/2020,EAST DEVON OFFICE-CP0681221GBP,thetrainline.com,-6.3,0,Travel - Air/Rail/Road,Passenger railways
23/01/2020,ELLEN TINKHAM SCH-CP0685619GBP,ETR gotogate_uk;L2K2MI,134.32,0,Travel - Air/Rail/Road,Travel agencies
25/01/2020,ELLEN TINKHAM SCH-CP0685619GBP,1&1 INTERNET LIMITED,6,0,Computer Equipment & Services,Computer network information services
27/01/2020,ELLEN TINKHAM SCH-CP0685619GBP,PAYPAL  TEN TORS,375,0,Leisure Activities,"Civic, social & fraternal associations"
28/01/2020,ELLEN TINKHAM SCH-CP0685619GBP,CORNWALL GLASS & GLAZING,135.4,0,Building Materials,"Glass, paint & wallpaper stores"
03/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMAZON.CO.UK ZS8JX6EC5 AM,59.24,0,General Retail and Wholesale,Miscellaneous retail
05/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,6.39,0,General Retail and Wholesale,Miscellaneous retail
05/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,4.89,0,General Retail and Wholesale,Miscellaneous retail
05/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,Amazon.co.uk BZ6B987B5,2.24,0,Mail Order / Direct Selling,Direct sales companies
07/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,AMZNMktplace,26.93,0,General Retail and Wholesale,Miscellaneous retail
10/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,Amazon.co.uk CQ54W6US5,19.99,0,Mail Order / Direct Selling,Direct sales companies
12/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,WWW.BUTLINS.COM,500,0,Hotels and Accommodation,"Hotels, motels & resorts"
14/02/2020,ELLEN TINKHAM SCH-CP0685619GBP,FIRST TUNNELS LIMITED,32.95,0,Estate and Garden Services,Lawn & garden supply/nursery
23/01/2020,EXE VALLEY FEDERA-CP0686094GBP,Amazon.co.uk GJ1GM5N45,36.97,0,Mail Order / Direct Selling,Direct sales companies
24/01/2020,EXE VALLEY FEDERA-CP0686094GBP,SHELL CREDITON,3.05,0,Automotive Fuel,Service stations
24/01/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,34.98,0,General Retail and Wholesale,Grocery stores
24/01/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,44.58,0,General Retail and Wholesale,Grocery stores
24/01/2020,EXE VALLEY FEDERA-CP0686094GBP,POST OFFICE COUNTER,20,0,Mail and Courier Services,Postal services
25/01/2020,EXE VALLEY FEDERA-CP0686094GBP,168 ORIENTAL SUPERMARK,22.57,0,General Retail and Wholesale,Grocery stores
26/01/2020,EXE VALLEY FEDERA-CP0686094GBP,AMZNMktplace,20.97,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 2365,5,0,General Retail and Wholesale,Grocery stores
27/01/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORE 2487,58,0,General Retail and Wholesale,Grocery stores
27/01/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,46.34,0,General Retail and Wholesale,Grocery stores
27/01/2020,EXE VALLEY FEDERA-CP0686094GBP,Amazon.co.uk HM9VR7S45,52.21,0,Mail Order / Direct Selling,Direct sales companies
29/01/2020,EXE VALLEY FEDERA-CP0686094GBP,AMZNMktplace,399.99,0,General Retail and Wholesale,Miscellaneous retail
29/01/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,13,0,General Retail and Wholesale,Grocery stores
29/01/2020,EXE VALLEY FEDERA-CP0686094GBP,WWW.SUPERTUFFEUROPE.CO,196.2,0,Miscellaneous Industrial/Commercial Supplies,Hardware Equipment & Suppliers
29/01/2020,EXE VALLEY FEDERA-CP0686094GBP,WWW.ICO.ORG.UK,40,0,Statutory Bodies,Government services
30/01/2020,EXE VALLEY FEDERA-CP0686094GBP,WWW.PLANNINGPORTAL.CO.,259,0,Miscellaneous Industrial/Commercial Supplies,Misc business services
31/01/2020,EXE VALLEY FEDERA-CP0686094GBP,SPORTSDIRECT 346,30.5,0,General Retail and Wholesale,Sporting goods shops
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,296.19,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
02/02/2020,EXE VALLEY FEDERA-CP0686094GBP,B & Q 1049,0,0,General Retail and Wholesale,Home supply warehouse stores
03/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,69.71,0,General Retail and Wholesale,Grocery stores
03/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,-2.5,0,General Retail and Wholesale,Grocery stores
03/02/2020,EXE VALLEY FEDERA-CP0686094GBP,BBL BATTERIES,6.46,0,"Vehicles, Servicing and Spares",Automotive parts & accessories
05/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,12,0,General Retail and Wholesale,Grocery stores
06/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,12.25,0,General Retail and Wholesale,Grocery stores
10/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,13.5,0,General Retail and Wholesale,Grocery stores
10/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,45.12,0,General Retail and Wholesale,Grocery stores
14/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,18.98,0,General Retail and Wholesale,Grocery stores
14/02/2020,EXE VALLEY FEDERA-CP0686094GBP,TESCO STORES 5930,5.2,0,General Retail and Wholesale,Grocery stores
14/02/2020,EXE VALLEY FEDERA-CP0686094GBP,Prime Video BC3Z88AO5,2.99,0,General Retail and Wholesale,Record shops
15/02/2020,EXE VALLEY FEDERA-CP0686094GBP,BRITTANY FERRIES,235.5,0,Travel - Air/Rail/Road,Local commuter transport
31/01/2020,HARTLAND SCHOOL-CP0686095GBP,AMZNMktplace,6.99,0,General Retail and Wholesale,Miscellaneous retail
07/02/2020,HARTLAND SCHOOL-CP0686095GBP,AMZNMktplace,218,0,General Retail and Wholesale,Miscellaneous retail
08/02/2020,HARTLAND SCHOOL-CP0686095GBP,AMZNMktplace,64.48,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,HARTLAND SCHOOL-CP0686095GBP,WWW.ICO.ORG.UK,40,0,Statutory Bodies,Government services
23/01/2020,INSTOW PRIM SCH-CP0691282GBP,SRTRC,20,0,Leisure Activities,"Civic, social & fraternal associations"
30/01/2020,INSTOW PRIM SCH-CP0691282GBP,TESCO STORES 6269,83.65,0,General Retail and Wholesale,Grocery stores
04/02/2020,INSTOW PRIM SCH-CP0691282GBP,EGRESS SWITCH,108,0,Computer Equipment & Services,Computer software stores
04/02/2020,INSTOW PRIM SCH-CP0691282GBP,AMZNMKTPLACE AMAZON.CO.UK,18.98,0,General Retail and Wholesale,Miscellaneous retail
04/02/2020,INSTOW PRIM SCH-CP0691282GBP,AMZNMKTPLACE AMAZON.CO.UK,42.79,0,General Retail and Wholesale,Miscellaneous retail
13/02/2020,INSTOW PRIM SCH-CP0691282GBP,AMZNMktplace,17.97,0,General Retail and Wholesale,Miscellaneous retail
26/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk DF2JO7NU5,21.85,0,Mail Order / Direct Selling,Direct sales companies
27/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,WIFI: PREMIER INN,5,0,Computer Equipment & Services,Computer software stores
27/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,TESCO STORE 2920,85.13,0,General Retail and Wholesale,Grocery stores
27/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,PREMIER INN44014875,68,0,Hotels and Accommodation,Premier Inn
28/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk 1K7ET6UP5,2.75,0,Mail Order / Direct Selling,Direct sales companies
30/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,AMZNMktplace,8.05,0,General Retail and Wholesale,Miscellaneous retail
30/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Prime Video SD5KX9X65,3.49,0,General Retail and Wholesale,Record shops
31/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,AMZNMktplace,24.95,0,General Retail and Wholesale,Miscellaneous retail
31/01/2020,KINGSBRIDGE PRIMA-CP0681220GBP,AMZNMktplace,3.54,0,General Retail and Wholesale,Miscellaneous retail
03/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,TESCO STORE 2920,72.15,0,General Retail and Wholesale,Grocery stores
03/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,JAMAICA INN,55,0,Restaurants and Bars,"Bars, taverns, pubs & nightclubs"
06/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,AMAZON.CO.UK TW6U17DO5 AM,7.56,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk JA55C7BW5,9,0,Mail Order / Direct Selling,Direct sales companies
06/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk 8697J63C5,23.94,0,Mail Order / Direct Selling,Direct sales companies
06/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk JX6JT9B05,9.35,0,Mail Order / Direct Selling,Direct sales companies
09/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk 3D70D0E05,5.67,0,Mail Order / Direct Selling,Direct sales companies
10/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,TESCO STORE 2920,63.11,0,General Retail and Wholesale,Grocery stores
10/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk HH0QS2FG5,9.35,0,Mail Order / Direct Selling,Direct sales companies
12/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,AMAZON.CO.UK MK5VC1SX5 AM,10.55,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk D68XU5DV5,5.99,0,Mail Order / Direct Selling,Direct sales companies
12/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,AMZ Amazon.co.uk,-9,0,Mail Order / Direct Selling,Direct sales companies
13/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,AMZNMKTPLACE AMAZON.CO.UK,9.1,0,General Retail and Wholesale,Miscellaneous retail
18/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,TESCO SUBSCRIPTION,7.99,0,Mail Order / Direct Selling,Continuous subscriptions
18/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk 722184Y55,55.34,0,Mail Order / Direct Selling,Direct sales companies
19/02/2020,KINGSBRIDGE PRIMA-CP0681220GBP,Amazon.co.uk YH8YA6JG5,5.75,0,Mail Order / Direct Selling,Direct sales companies
14/02/2020,MILL WATER SCHOOL-CP0725840GBP,POST OFFICE COUNTER,79.5,0,Mail and Courier Services,Postal services
23/01/2020,NEWTON POPPLEFORD-CP0727585GBP,AMZNMktplace,22.47,0,General Retail and Wholesale,Miscellaneous retail
25/01/2020,NEWTON POPPLEFORD-CP0727585GBP,ARGOS LTD,49.99,0,General Retail and Wholesale,Discount stores
29/01/2020,NEWTON POPPLEFORD-CP0727585GBP,Amazon MP3,3.96,0,General Retail and Wholesale,Record shops
30/01/2020,NEWTON POPPLEFORD-CP0727585GBP,B&Q DIRECT,48,0,General Retail and Wholesale,Home supply warehouse stores
31/01/2020,NEWTON POPPLEFORD-CP0727585GBP,BLUE BALL INN,14.85,0,Restaurants and Bars,"Bars, taverns, pubs & nightclubs"
06/02/2020,NEWTON POPPLEFORD-CP0727585GBP,Amazon.co.uk ZZ2ZD6AN5,11.99,0,Mail Order / Direct Selling,Direct sales companies
08/02/2020,NEWTON POPPLEFORD-CP0727585GBP,IKEA LTD 548 EXETER EXPRE,239,0,General Retail and Wholesale,Furniture & home furnishing
10/02/2020,NEWTON POPPLEFORD-CP0727585GBP,AMZNMKTPLACE AMAZON.CO.UK,131.88,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,NEWTON POPPLEFORD-CP0727585GBP,AMZNMKTPLACE AMAZON.CO.UK,170.83,0,General Retail and Wholesale,Miscellaneous retail
17/02/2020,NEWTON POPPLEFORD-CP0727585GBP,IKEA LTD 548 EXETER EXPRE,23,0,General Retail and Wholesale,Furniture & home furnishing
28/01/2020,PATHFIELD-CP0685913GBP,DSA,115,0,Statutory Bodies,Government services
31/01/2020,PATHFIELD-CP0685913GBP,PAYPAL  TEN TORS,220,0,Leisure Activities,"Civic, social & fraternal associations"
31/01/2020,PATHFIELD-CP0685913GBP,WWW.ICO.ORG.UK,60,0,Statutory Bodies,Government services
03/02/2020,PATHFIELD-CP0685913GBP,PAYPAL  COUNTRYHOUS EB,1.97,0,Books and Periodicals,Book stores
03/02/2020,PATHFIELD-CP0685913GBP,PAYPAL  WORLDBOOKSL EB,11.66,0,Books and Periodicals,Book stores
03/02/2020,PATHFIELD-CP0685913GBP,PAYPAL  MMGUERNSEYL EB,2.35,0,General Retail and Wholesale,Miscellaneous retail
03/02/2020,PATHFIELD-CP0685913GBP,PAYPAL  ROBINAHSHOP EB,1.99,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,PATHFIELD-CP0685913GBP,DUNELM,465.95,0,General Retail and Wholesale,Furniture & home furnishing
13/02/2020,PATHFIELD-CP0685913GBP,YOURPARKINGSPACE.CO.UK,19.5,0,Travel - Air/Rail/Road,Car parking & garages
14/02/2020,PATHFIELD-CP0685913GBP,BARBICAN HOTEL,75,0,Hotels and Accommodation,"Hotels, motels & resorts"
24/01/2020,PILTON INF SCHOOL-CP0725857GBP,AMZNMktplace,25.47,0,General Retail and Wholesale,Miscellaneous retail
26/01/2020,PILTON INF SCHOOL-CP0725857GBP,AMZNMktplace,31.9,0,General Retail and Wholesale,Miscellaneous retail
29/01/2020,PILTON INF SCHOOL-CP0725857GBP,AMZNMktplace,16.48,0,General Retail and Wholesale,Miscellaneous retail
03/02/2020,PILTON INF SCHOOL-CP0725857GBP,WWW.NISBETS.COM,93.58,0,Mail Order / Direct Selling,Catalogue sales
04/02/2020,PILTON INF SCHOOL-CP0725857GBP,AMZNMKTPLACE AMAZON.CO.UK,15.97,0,General Retail and Wholesale,Miscellaneous retail
04/02/2020,PILTON INF SCHOOL-CP0725857GBP,AMAZON PRIME AMZN.CO.UK/P,-0.5,0,Mail Order / Direct Selling,Continuous subscriptions
04/02/2020,PILTON INF SCHOOL-CP0725857GBP,AMAZON PRIME X14896NJ5 AM,0.99,0,Mail Order / Direct Selling,Continuous subscriptions
13/02/2020,PILTON INF SCHOOL-CP0725857GBP,AMAZON.CO.UK 5D29L1M25 AM,21.1,0,General Retail and Wholesale,Miscellaneous retail
23/01/2020,TWO MOORS PRIM-CP0685617GBP,AMZNMktplace,4.99,0,General Retail and Wholesale,Miscellaneous retail
02/02/2020,TWO MOORS PRIM-CP0685617GBP,Amazon.co.uk M96SW9H15,12.22,0,Mail Order / Direct Selling,Direct sales companies
12/02/2020,TWO MOORS PRIM-CP0685617GBP,ARGOS LTD,20.5,0,General Retail and Wholesale,Discount stores
24/01/2020,WOODBURY PRI SCH-CP0727692GBP,NURTURE GROUP NETWORK,180,0,Professional Services,Consultants & public relation services
24/01/2020,WOODLAND VALE-CP0728246GBP,AMZNMktplace,1.96,0,General Retail and Wholesale,Miscellaneous retail
21/02/2020,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,7.99,0,Computer Equipment & Services,"Computers, peripherals & software"
25/02/2020,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,1.99,0,Computer Equipment & Services,"Computers, peripherals & software"
25/02/2020,BOW PRIMARY SCH-CP0728252GBP,Twinkl Limited,71.16,0,Training and Educational,Schools
08/03/2020,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,7.99,0,Computer Equipment & Services,"Computers, peripherals & software"
17/03/2020,BOW PRIMARY SCH-CP0728252GBP,HP INC UK LIMITED,7.99,0,Computer Equipment & Services,"Computers, peripherals & software"
24/02/2020,CASTLE PRIMARY-CP0728262GBP,ARGOS LTD,569.98,0,General Retail and Wholesale,Discount stores
02/03/2020,CASTLE PRIMARY-CP0728262GBP,AMZNMktplace,35.17,0,General Retail and Wholesale,Miscellaneous retail
02/03/2020,CASTLE PRIMARY-CP0728262GBP,EE LIMITED,49.26,0,Telecommunication Services,Phone services
06/03/2020,CASTLE PRIMARY-CP0728262GBP,AMZ QVolt   VAT Regist,-27.99,0,General Retail and Wholesale,Miscellaneous retail
10/03/2020,CASTLE PRIMARY-CP0728262GBP,Amazon.co.uk T09AQ78D5,49.96,0,Mail Order / Direct Selling,Direct sales companies
12/03/2020,CASTLE PRIMARY-CP0728262GBP,AMAZON.CO.UK 7L7YC5U55 AM,19.5,0,General Retail and Wholesale,Miscellaneous retail
